city,age,monthlyIncome,monthlyCoffeeSpend,preferredPriceRange,cluster
Delhi,54.0,75000.0,490.0,400.0,1
Delhi,21.0,12500.0,490.0,150.0,0
Delhi,28.0,37500.0,2400.0,950.0,1
Delhi,21.0,125000.0,700.0,400.0,2
delhi,21.0,37500.0,700.0,400.0,1
Greater noida,21.0,48826.8352365416,490.0,270.14288298064747,0
Hyderabad,37.0,75000.0,700.0,950.0,1
Surat,29.0,28100.0,410.0,130.0,0
Chandigarh,38.0,88000.0,1110.0,300.0,2
Jaipur,24.0,83800.0,940.0,130.0,2
Jaipur,36.0,124800.0,1470.0,90.0,2
Hyderabad,18.0,61000.0,230.0,450.0,1
Nagpur,35.0,41200.0,650.0,300.0,0
Patna,34.0,10300.0,310.0,450.0,1
Delhi,33.0,38500.0,200.0,700.0,1
Ahmedabad,28.0,106600.0,1290.0,130.0,2
Pune,24.0,12900.0,320.0,450.0,1
Coimbatore,36.0,42800.0,300.0,90.0,0
Mumbai,23.0,41800.0,650.0,130.0,0
Patna,31.0,10700.0,460.0,300.0,0
Delhi,38.0,73200.0,400.0,130.0,0
Kolkata,39.0,12200.0,310.0,300.0,0
Indore,35.0,27800.0,390.0,90.0,0
Bhopal,41.0,11400.0,160.0,300.0,0
Kolkata,35.0,11100.0,120.0,300.0,0
Hyderabad,28.0,79400.0,540.0,130.0,2
Mumbai,31.0,85000.0,1040.0,700.0,1
Patna,42.0,11500.0,360.0,700.0,1
Chandigarh,27.0,62000.0,830.0,450.0,1
Nagpur,38.0,48700.0,500.0,130.0,0
Chandigarh,34.0,47800.0,620.0,300.0,0
Pune,40.0,40300.0,410.0,300.0,0
Bengaluru,24.0,32800.0,710.0,130.0,0
Bengaluru,22.0,46600.0,810.0,300.0,2
Bengaluru,32.0,71400.0,720.0,450.0,1
Jaipur,46.0,87600.0,930.0,300.0,2
Chennai,42.0,53800.0,1040.0,130.0,2
Mumbai,26.0,29100.0,410.0,300.0,0
Nagpur,41.0,37100.0,460.0,130.0,0
Pune,40.0,52100.0,210.0,300.0,0
Chennai,24.0,44500.0,310.0,130.0,0
Pune,23.0,7500.0,410.0,300.0,0
Delhi,35.0,12800.0,340.0,300.0,0
Mumbai,37.0,89600.0,430.0,90.0,2
Lucknow,28.0,12200.0,440.0,450.0,1
Nagpur,41.0,39600.0,700.0,130.0,0
Chennai,29.0,44100.0,500.0,90.0,0
Pune,18.0,67400.0,1020.0,130.0,2
Jaipur,18.0,32500.0,270.0,700.0,1
Delhi,45.0,68300.0,690.0,450.0,1
Visakhapatnam,34.0,58000.0,1050.0,130.0,2
Patna,24.0,51500.0,210.0,300.0,0
Ahmedabad,45.0,14500.0,800.0,700.0,1
Chandigarh,23.0,22200.0,530.0,130.0,0
Visakhapatnam,28.0,53000.0,590.0,300.0,0
Kolkata,28.0,53400.0,1350.0,300.0,2
Chandigarh,30.0,41400.0,300.0,90.0,0
Mumbai,34.0,79700.0,310.0,450.0,1
Pune,22.0,75400.0,410.0,450.0,1
Delhi,35.0,86200.0,1010.0,450.0,2
Jaipur,35.0,37200.0,480.0,300.0,0
Chennai,35.0,33300.0,140.0,300.0,0
Kolkata,25.0,40700.0,910.0,300.0,2
Hyderabad,41.0,46300.0,260.0,300.0,0
Mumbai,18.0,27800.0,410.0,300.0,0
Mumbai,18.0,61800.0,720.0,450.0,1
Patna,23.0,8100.0,450.0,300.0,0
Visakhapatnam,18.0,28100.0,800.0,130.0,0
Mumbai,40.0,66800.0,570.0,700.0,1
Hyderabad,48.0,80700.0,200.0,700.0,1
Delhi,27.0,95700.0,870.0,130.0,2
Bengaluru,18.0,28900.0,230.0,450.0,1
Bhubaneswar,18.0,43300.0,440.0,130.0,0
Patna,23.0,67400.0,580.0,300.0,2
Ahmedabad,39.0,59300.0,1340.0,300.0,2
Pune,40.0,55300.0,410.0,700.0,1
Bengaluru,36.0,81500.0,550.0,130.0,2
Mumbai,24.0,97100.0,1110.0,450.0,2
Ahmedabad,26.0,52300.0,900.0,90.0,2
Mumbai,28.0,6600.0,180.0,300.0,0
Delhi,28.0,10600.0,180.0,300.0,0
Coimbatore,40.0,12000.0,820.0,130.0,0
Hyderabad,18.0,52500.0,700.0,300.0,2
Bengaluru,44.0,48900.0,990.0,130.0,2
Hyderabad,36.0,27500.0,540.0,450.0,1
Jaipur,30.0,65300.0,900.0,300.0,2
Delhi,23.0,71200.0,580.0,450.0,1
Mumbai,28.0,75800.0,310.0,90.0,0
Hyderabad,40.0,85700.0,920.0,450.0,2
Mumbai,41.0,58200.0,500.0,130.0,0
Chennai,44.0,82200.0,610.0,450.0,2
Jaipur,18.0,27500.0,540.0,90.0,0
Bengaluru,46.0,82800.0,820.0,300.0,2
Jaipur,20.0,37200.0,1000.0,130.0,2
Ahmedabad,28.0,44900.0,1110.0,90.0,2
Kochi,33.0,94300.0,960.0,300.0,2
Kolkata,30.0,7600.0,400.0,300.0,0
Bhubaneswar,23.0,37600.0,370.0,300.0,0
Mumbai,44.0,73500.0,910.0,130.0,2
Bhubaneswar,37.0,38700.0,900.0,300.0,2
Visakhapatnam,27.0,86300.0,470.0,300.0,2
Mumbai,36.0,58400.0,800.0,450.0,1
Ahmedabad,34.0,40700.0,1060.0,300.0,2
Bhubaneswar,39.0,41000.0,660.0,90.0,0
Jaipur,41.0,90700.0,870.0,700.0,1
Surat,19.0,39600.0,640.0,450.0,1
Kochi,42.0,43600.0,430.0,300.0,0
Ahmedabad,41.0,83300.0,470.0,130.0,2
Bengaluru,36.0,27500.0,390.0,300.0,0
Chennai,36.0,74000.0,220.0,90.0,0
Coimbatore,27.0,50900.0,370.0,300.0,0
Pune,24.0,57700.0,490.0,130.0,0
Patna,20.0,52700.0,350.0,450.0,1
Jaipur,36.0,61700.0,430.0,130.0,0
Pune,31.0,81000.0,710.0,130.0,2
Surat,18.0,8400.0,580.0,300.0,0
Ahmedabad,29.0,27700.0,170.0,700.0,1
Coimbatore,36.0,62000.0,450.0,300.0,0
Mumbai,24.0,38700.0,920.0,90.0,2
Chandigarh,18.0,6600.0,310.0,300.0,0
Delhi,23.0,52200.0,800.0,300.0,2
Pune,31.0,94000.0,950.0,450.0,2
Bengaluru,49.0,54000.0,140.0,130.0,0
Lucknow,31.0,56400.0,170.0,90.0,0
Patna,26.0,33000.0,440.0,130.0,0
Bengaluru,34.0,78600.0,680.0,130.0,2
Chandigarh,34.0,13000.0,470.0,300.0,0
Bengaluru,27.0,8700.0,210.0,300.0,0
Indore,35.0,9700.0,150.0,300.0,0
Bengaluru,39.0,13300.0,640.0,130.0,0
Hyderabad,27.0,64300.0,400.0,130.0,0
Chennai,47.0,98300.0,710.0,130.0,2
Kolkata,32.0,42100.0,260.0,90.0,0
Pune,34.0,102900.0,760.0,700.0,1
Indore,24.0,46800.0,320.0,450.0,1
Jaipur,35.0,65000.0,320.0,130.0,0
Visakhapatnam,18.0,37200.0,590.0,90.0,0
Pune,26.0,8100.0,620.0,300.0,0
Chennai,52.0,85200.0,720.0,90.0,2
Ahmedabad,37.0,100100.0,1130.0,130.0,2
Surat,27.0,37400.0,430.0,130.0,0
Nagpur,30.0,85200.0,570.0,300.0,2
Pune,26.0,43700.0,560.0,300.0,0
Hyderabad,29.0,88900.0,1350.0,90.0,2
Hyderabad,44.0,109300.0,990.0,300.0,2
Surat,46.0,56500.0,140.0,130.0,0
Kolkata,38.0,50600.0,550.0,300.0,0
Lucknow,28.0,8100.0,150.0,130.0,0
Coimbatore,25.0,43000.0,150.0,90.0,0
Chennai,30.0,50100.0,740.0,130.0,2
Bengaluru,30.0,52900.0,780.0,130.0,2
Delhi,31.0,9100.0,610.0,300.0,0
Bengaluru,21.0,61700.0,560.0,300.0,2
Jaipur,27.0,41400.0,270.0,300.0,0
Mumbai,26.0,73800.0,560.0,300.0,2
Bengaluru,30.0,14100.0,340.0,90.0,0
Bhubaneswar,35.0,40600.0,470.0,450.0,1
Patna,45.0,119900.0,440.0,130.0,2
Chennai,28.0,43800.0,240.0,300.0,0
Jaipur,22.0,38500.0,540.0,300.0,0
Ahmedabad,18.0,11300.0,230.0,300.0,0
Delhi,27.0,22300.0,270.0,700.0,1
Chennai,30.0,46800.0,160.0,300.0,0
Mumbai,30.0,38200.0,280.0,90.0,0
Surat,36.0,9300.0,410.0,130.0,0
Visakhapatnam,18.0,46200.0,940.0,300.0,2
Patna,32.0,57600.0,350.0,90.0,0
Coimbatore,28.0,66800.0,790.0,90.0,2
Ahmedabad,47.0,12000.0,130.0,300.0,0
Chennai,19.0,59100.0,890.0,300.0,2
Coimbatore,36.0,10900.0,530.0,450.0,1
Mumbai,33.0,72600.0,640.0,130.0,2
Bengaluru,19.0,47600.0,480.0,130.0,0
Mumbai,18.0,29000.0,520.0,450.0,1
Bengaluru,43.0,86900.0,1280.0,700.0,2
Indore,33.0,47700.0,590.0,300.0,0
Pune,44.0,33200.0,710.0,90.0,0
Kolkata,41.0,53200.0,790.0,300.0,2
Chandigarh,34.0,87700.0,1000.0,300.0,2
Ahmedabad,18.0,29100.0,1050.0,300.0,2
Nagpur,20.0,52300.0,640.0,450.0,1
Lucknow,38.0,56600.0,440.0,300.0,0
Jaipur,29.0,57200.0,460.0,90.0,0
Delhi,28.0,73000.0,920.0,130.0,2
Bengaluru,31.0,42700.0,260.0,450.0,1
Surat,33.0,24800.0,450.0,700.0,1
Bengaluru,38.0,11000.0,460.0,130.0,0
Delhi,40.0,7600.0,440.0,300.0,0
Jaipur,35.0,11600.0,150.0,90.0,0
Chennai,37.0,74100.0,1150.0,130.0,2
Hyderabad,46.0,91000.0,480.0,130.0,2
Visakhapatnam,33.0,13900.0,480.0,700.0,1
Mumbai,44.0,98300.0,1310.0,300.0,2
Lucknow,31.0,10400.0,380.0,300.0,0
Lucknow,20.0,72600.0,730.0,90.0,2
Pune,33.0,39900.0,520.0,90.0,0
Bengaluru,27.0,15100.0,400.0,90.0,0
Hyderabad,28.0,48100.0,670.0,130.0,0
Nagpur,23.0,66800.0,240.0,130.0,0
Indore,21.0,71700.0,500.0,450.0,1
Bengaluru,18.0,36400.0,650.0,130.0,0
Ahmedabad,30.0,70300.0,1170.0,700.0,1
Bhubaneswar,34.0,10900.0,520.0,130.0,0
Delhi,27.0,49800.0,410.0,130.0,0
Delhi,36.0,50100.0,220.0,300.0,0
Hyderabad,18.0,9600.0,560.0,300.0,0
Kolkata,24.0,90900.0,1870.0,300.0,2
Chennai,23.0,46300.0,390.0,300.0,0
Bhopal,35.0,29900.0,350.0,90.0,0
Nagpur,30.0,60700.0,1000.0,300.0,2
Delhi,18.0,55000.0,500.0,300.0,0
Bengaluru,18.0,36500.0,180.0,130.0,0
Bengaluru,48.0,61500.0,1230.0,450.0,2
Hyderabad,18.0,103600.0,1220.0,90.0,2
Pune,31.0,59100.0,320.0,130.0,0
Mumbai,26.0,32100.0,710.0,130.0,0
Lucknow,42.0,16800.0,410.0,300.0,0
Bengaluru,37.0,11300.0,160.0,300.0,0
Ahmedabad,22.0,31200.0,720.0,130.0,0
Ahmedabad,18.0,70800.0,540.0,130.0,2
Lucknow,35.0,25500.0,730.0,90.0,0
Lucknow,21.0,45000.0,450.0,130.0,0
Bhopal,20.0,31200.0,260.0,130.0,0
Visakhapatnam,27.0,41200.0,900.0,130.0,2
Ahmedabad,31.0,90600.0,1030.0,700.0,1
Jaipur,24.0,6600.0,520.0,300.0,0
Hyderabad,42.0,39200.0,200.0,300.0,0
Delhi,27.0,12200.0,330.0,700.0,1
Chennai,33.0,30000.0,650.0,700.0,1
Coimbatore,19.0,13500.0,140.0,300.0,0
Ahmedabad,36.0,33300.0,420.0,130.0,0
Visakhapatnam,23.0,72800.0,850.0,700.0,1
Jaipur,21.0,66200.0,150.0,450.0,1
Surat,28.0,9800.0,190.0,300.0,0
Nagpur,46.0,32900.0,400.0,90.0,0
Chandigarh,36.0,11500.0,380.0,130.0,0
Pune,32.0,49600.0,370.0,700.0,1
Ahmedabad,45.0,97700.0,340.0,130.0,2
Surat,41.0,59100.0,500.0,450.0,1
Delhi,26.0,62400.0,470.0,700.0,1
Nagpur,41.0,46100.0,430.0,300.0,0
Hyderabad,18.0,59200.0,530.0,90.0,0
Delhi,22.0,66600.0,400.0,90.0,0
Visakhapatnam,24.0,64500.0,180.0,130.0,0
Mumbai,20.0,75100.0,280.0,90.0,0
Bhopal,42.0,116400.0,750.0,130.0,2
Kolkata,28.0,57400.0,480.0,300.0,0
Lucknow,25.0,44400.0,380.0,90.0,0
Kochi,37.0,15400.0,220.0,90.0,0
Mumbai,36.0,86200.0,610.0,450.0,2
Surat,37.0,109600.0,1070.0,90.0,2
Bhopal,34.0,9000.0,560.0,300.0,0
Pune,37.0,42900.0,360.0,130.0,0
Surat,34.0,41500.0,660.0,90.0,0
Pune,41.0,11300.0,290.0,300.0,0
Bengaluru,40.0,125500.0,470.0,700.0,1
Patna,29.0,35400.0,540.0,130.0,0
Delhi,24.0,84700.0,1120.0,450.0,2
Chandigarh,22.0,13200.0,480.0,300.0,0
Lucknow,39.0,86600.0,550.0,450.0,2
Bengaluru,43.0,57500.0,300.0,130.0,0
Bengaluru,36.0,69900.0,1010.0,90.0,2
Chennai,32.0,105700.0,410.0,450.0,2
Bengaluru,34.0,88000.0,320.0,130.0,2
Chandigarh,23.0,9000.0,190.0,90.0,0
Delhi,32.0,96400.0,620.0,450.0,2
Visakhapatnam,18.0,70300.0,270.0,300.0,0
Bhopal,39.0,44000.0,370.0,90.0,0
Pune,30.0,69400.0,900.0,300.0,2
Pune,41.0,37400.0,660.0,700.0,1
Surat,23.0,46800.0,590.0,90.0,0
Surat,37.0,25300.0,140.0,450.0,1
Kochi,30.0,40900.0,390.0,90.0,0
Mumbai,31.0,10400.0,120.0,300.0,0
Delhi,30.0,27500.0,720.0,90.0,0
Chandigarh,37.0,34100.0,400.0,90.0,0
Bengaluru,26.0,66100.0,290.0,130.0,0
Bengaluru,29.0,7200.0,330.0,130.0,0
Ahmedabad,37.0,48900.0,810.0,130.0,2
Delhi,38.0,10700.0,510.0,90.0,0
Mumbai,18.0,46800.0,260.0,130.0,0
Delhi,32.0,96200.0,520.0,300.0,2
Mumbai,39.0,69000.0,890.0,130.0,2
Indore,31.0,43900.0,480.0,300.0,0
Lucknow,33.0,50400.0,880.0,130.0,2
Mumbai,41.0,59900.0,440.0,450.0,1
Jaipur,20.0,59500.0,460.0,450.0,1
Chennai,33.0,10700.0,460.0,300.0,0
Delhi,28.0,9800.0,180.0,130.0,0
Hyderabad,25.0,51300.0,280.0,90.0,0
Pune,41.0,44300.0,620.0,90.0,0
Mumbai,36.0,70300.0,330.0,450.0,1
Kolkata,18.0,66500.0,540.0,450.0,1
Jaipur,18.0,8900.0,370.0,700.0,1
Hyderabad,37.0,53500.0,660.0,130.0,0
Indore,31.0,56400.0,430.0,450.0,1
Pune,30.0,85800.0,510.0,130.0,2
Bengaluru,39.0,46800.0,440.0,130.0,0
Chennai,37.0,102900.0,850.0,450.0,2
Indore,26.0,42000.0,480.0,300.0,0
Kolkata,22.0,24000.0,600.0,700.0,1
Chennai,19.0,52300.0,370.0,450.0,1
Pune,34.0,118500.0,980.0,130.0,2
Delhi,22.0,38500.0,800.0,90.0,0
Coimbatore,22.0,90800.0,910.0,700.0,1
Bengaluru,33.0,50800.0,640.0,130.0,0
Delhi,23.0,69200.0,730.0,130.0,2
Chandigarh,32.0,47900.0,860.0,130.0,2
Pune,40.0,13500.0,220.0,90.0,0
Delhi,46.0,128200.0,610.0,450.0,2
Visakhapatnam,34.0,82900.0,170.0,130.0,0
Hyderabad,31.0,64100.0,180.0,90.0,0
Mumbai,35.0,78500.0,510.0,130.0,2
Patna,37.0,44700.0,370.0,700.0,1
Hyderabad,18.0,53400.0,740.0,300.0,2
Nagpur,23.0,44200.0,350.0,130.0,0
Bengaluru,36.0,72300.0,780.0,130.0,2
Delhi,30.0,10100.0,220.0,130.0,0
Pune,27.0,64700.0,1240.0,450.0,2
Bengaluru,28.0,63700.0,140.0,300.0,0
Chennai,30.0,55100.0,320.0,300.0,0
Bengaluru,23.0,11300.0,480.0,300.0,0
Bhubaneswar,18.0,76500.0,400.0,700.0,1
Visakhapatnam,25.0,41300.0,750.0,450.0,1
Bhubaneswar,44.0,54600.0,270.0,300.0,0
Ahmedabad,36.0,10000.0,590.0,130.0,0
Kolkata,25.0,9000.0,360.0,300.0,0
Bhubaneswar,44.0,58800.0,720.0,300.0,2
Hyderabad,41.0,50800.0,1110.0,450.0,2
Bengaluru,42.0,67900.0,540.0,90.0,2
Delhi,36.0,99700.0,1110.0,300.0,2
Jaipur,35.0,32100.0,580.0,700.0,1
Lucknow,20.0,6600.0,200.0,90.0,0
Mumbai,50.0,13600.0,530.0,90.0,0
Indore,20.0,46800.0,440.0,90.0,0
Visakhapatnam,38.0,15000.0,420.0,90.0,0
Mumbai,35.0,42400.0,620.0,300.0,0
Ahmedabad,44.0,38000.0,350.0,300.0,0
Mumbai,28.0,64700.0,320.0,130.0,0
Kolkata,24.0,35200.0,260.0,130.0,0
Ahmedabad,18.0,27500.0,410.0,300.0,0
Indore,23.0,59900.0,810.0,300.0,2
Chennai,31.0,84300.0,820.0,130.0,2
Mumbai,31.0,68600.0,1200.0,90.0,2
Mumbai,36.0,14000.0,910.0,130.0,0
Jaipur,24.0,40500.0,370.0,450.0,1
Bengaluru,18.0,36200.0,450.0,300.0,0
Pune,29.0,12600.0,630.0,130.0,0
Kolkata,18.0,21600.0,500.0,300.0,0
Pune,31.0,87800.0,360.0,300.0,2
Kolkata,23.0,46800.0,600.0,130.0,0
Hyderabad,40.0,82400.0,1290.0,300.0,2
Delhi,30.0,46000.0,1310.0,90.0,2
Pune,40.0,54000.0,550.0,300.0,0
Chandigarh,34.0,75900.0,1300.0,90.0,2
Indore,29.0,10500.0,190.0,300.0,0
Bhubaneswar,33.0,57800.0,350.0,700.0,1
Kolkata,34.0,59000.0,180.0,130.0,0
Lucknow,49.0,80800.0,310.0,130.0,0
Jaipur,28.0,77800.0,1000.0,130.0,2
Lucknow,33.0,31400.0,380.0,130.0,0
Chandigarh,34.0,13400.0,410.0,130.0,0
Coimbatore,42.0,12400.0,1090.0,300.0,0
Bhopal,32.0,31200.0,760.0,700.0,1
Coimbatore,30.0,36900.0,350.0,300.0,0
Chennai,51.0,101400.0,1170.0,90.0,2
Bengaluru,22.0,13700.0,450.0,300.0,0
Hyderabad,24.0,50600.0,480.0,90.0,0
Mumbai,24.0,7500.0,220.0,90.0,0
Kolkata,31.0,9400.0,220.0,300.0,0
Bengaluru,42.0,97300.0,1030.0,90.0,2
Kolkata,29.0,53700.0,1080.0,130.0,2
Hyderabad,33.0,54600.0,630.0,130.0,0
Jaipur,34.0,13700.0,670.0,300.0,0
Ahmedabad,25.0,27500.0,500.0,130.0,0
Kolkata,18.0,41400.0,460.0,90.0,0
Hyderabad,25.0,80800.0,820.0,130.0,2
Bengaluru,35.0,41600.0,610.0,300.0,0
Delhi,37.0,10500.0,250.0,450.0,1
Delhi,33.0,34700.0,550.0,90.0,0
Jaipur,19.0,78100.0,440.0,300.0,2
Nagpur,18.0,12900.0,100.0,130.0,0
Delhi,37.0,81600.0,350.0,130.0,2
Mumbai,41.0,94200.0,620.0,450.0,2
Hyderabad,18.0,40600.0,170.0,700.0,1
Mumbai,35.0,53100.0,720.0,300.0,2
Kochi,26.0,61200.0,1010.0,300.0,2
Bengaluru,38.0,67600.0,1180.0,130.0,2
Lucknow,30.0,57800.0,900.0,300.0,2
Pune,18.0,38200.0,110.0,90.0,0
Bengaluru,30.0,22100.0,430.0,300.0,0
Hyderabad,42.0,123600.0,1410.0,450.0,2
Kolkata,23.0,64600.0,1050.0,300.0,2
Bengaluru,37.0,23300.0,410.0,450.0,1
Chennai,27.0,78000.0,540.0,300.0,2
Pune,36.0,75800.0,290.0,450.0,1
Coimbatore,31.0,81900.0,810.0,130.0,2
Mumbai,40.0,54900.0,390.0,450.0,1
Pune,30.0,22400.0,130.0,90.0,0
Coimbatore,37.0,42900.0,510.0,300.0,0
Pune,24.0,44000.0,330.0,130.0,0
Pune,28.0,78700.0,1330.0,300.0,2
Bengaluru,36.0,12800.0,320.0,130.0,0
Hyderabad,31.0,55100.0,790.0,130.0,2
Bhopal,31.0,46300.0,1420.0,450.0,2
Kochi,31.0,10300.0,810.0,130.0,0
Lucknow,23.0,77500.0,1800.0,450.0,2
Surat,37.0,7200.0,410.0,300.0,0
Hyderabad,26.0,10500.0,290.0,130.0,0
Delhi,30.0,73900.0,490.0,90.0,2
Visakhapatnam,34.0,68700.0,870.0,300.0,2
Bhopal,51.0,9700.0,110.0,130.0,0
Kolkata,38.0,89700.0,530.0,130.0,2
Bengaluru,40.0,51700.0,360.0,90.0,0
Mumbai,36.0,44600.0,140.0,450.0,1
Chennai,21.0,33000.0,270.0,700.0,1
Bengaluru,29.0,53300.0,370.0,300.0,0
Ahmedabad,23.0,43400.0,360.0,450.0,1
Lucknow,23.0,7800.0,210.0,90.0,0
Visakhapatnam,45.0,63400.0,480.0,300.0,0
Surat,18.0,49500.0,900.0,130.0,2
Jaipur,28.0,62800.0,590.0,700.0,1
Mumbai,20.0,59100.0,550.0,450.0,1
Kolkata,29.0,37300.0,410.0,90.0,0
Ahmedabad,37.0,12000.0,540.0,90.0,0
Chennai,35.0,42000.0,410.0,300.0,0
Delhi,25.0,11100.0,250.0,130.0,0
Mumbai,43.0,36500.0,670.0,130.0,0
Lucknow,30.0,8900.0,550.0,450.0,1
Chennai,26.0,34100.0,490.0,300.0,0
Mumbai,19.0,9100.0,430.0,130.0,0
Pune,33.0,27100.0,630.0,700.0,1
Jaipur,27.0,46300.0,860.0,300.0,2
Bhopal,22.0,53200.0,800.0,450.0,1
Nagpur,34.0,49100.0,330.0,130.0,0
Jaipur,28.0,78700.0,440.0,450.0,1
Patna,41.0,106200.0,640.0,300.0,2
Chandigarh,39.0,10300.0,380.0,130.0,0
Jaipur,25.0,45800.0,750.0,130.0,0
Jaipur,18.0,40200.0,260.0,300.0,0
Patna,32.0,11300.0,740.0,90.0,0
Patna,26.0,30000.0,550.0,300.0,0
Mumbai,38.0,69300.0,760.0,130.0,2
Ahmedabad,38.0,10000.0,530.0,450.0,1
Pune,20.0,33600.0,590.0,300.0,0
Bengaluru,34.0,37800.0,520.0,90.0,0
Bhopal,36.0,35700.0,1000.0,700.0,1
Bhubaneswar,18.0,87200.0,350.0,450.0,1
Patna,22.0,73800.0,370.0,90.0,0
Hyderabad,33.0,43700.0,290.0,300.0,0
Chennai,35.0,77600.0,500.0,450.0,1
Visakhapatnam,39.0,96100.0,740.0,450.0,2
Bhubaneswar,37.0,47500.0,150.0,130.0,0
Delhi,35.0,50400.0,520.0,700.0,1
Delhi,18.0,34800.0,550.0,450.0,1
Mumbai,30.0,87900.0,1170.0,300.0,2
Hyderabad,29.0,46200.0,280.0,300.0,0
Hyderabad,18.0,29300.0,330.0,130.0,0
Lucknow,34.0,76200.0,640.0,300.0,2
Bengaluru,20.0,41200.0,490.0,130.0,0
Jaipur,27.0,51300.0,400.0,130.0,0
Mumbai,20.0,8900.0,540.0,300.0,0
Jaipur,27.0,85900.0,370.0,450.0,1
Pune,38.0,18200.0,370.0,450.0,1
Patna,31.0,26000.0,460.0,450.0,1
Chennai,24.0,74000.0,680.0,130.0,2
Kochi,25.0,39600.0,430.0,130.0,0
Delhi,37.0,33700.0,590.0,700.0,1
Kolkata,24.0,7500.0,590.0,130.0,0
Coimbatore,32.0,53800.0,470.0,700.0,1
Bengaluru,24.0,46800.0,480.0,300.0,0
Delhi,23.0,54200.0,860.0,300.0,2
Chennai,28.0,22300.0,270.0,300.0,0
Kochi,38.0,65800.0,290.0,700.0,1
Chennai,31.0,77400.0,400.0,450.0,1
Surat,18.0,6600.0,370.0,130.0,0
Lucknow,21.0,29700.0,680.0,90.0,0
Hyderabad,24.0,8700.0,340.0,130.0,0
Bengaluru,24.0,6600.0,400.0,130.0,0
Coimbatore,27.0,42600.0,220.0,300.0,0
Bhubaneswar,21.0,33700.0,580.0,300.0,0
